Hito	VersiÃ³n	Mes nÃƒÂ³mina	PosiciÃ³n	No Emp	Ceco	Patron ActuaL	PUESTO 	NOMBRE DELPUESTO 	ÃƒÆ’Ã‚ÂREA	ÃƒÆ’Ã‚ÂREA NOMBRE	TIPO DE ÃƒÆ’Ã‚ÂREA	TIPO PLAZA	Fecha de Ingreso	SUELDO MES	% Incremento	VARIABLE MENSUAL	Tipo de Egreso	PROYECTO	COSTO	GASTO	INVERSION	BONO	VALES DE GASOLINA	ESTACIONAMIENTO	VALOR ESTACIONAMIENTO	SGMM	Detalle ESTATUS DE VACANTE	PTU
H01	01	202409	POS192	1083209	336139	CC	GERENTE	ABOGADO COMERCIAL 	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20221024	45000	0	0	GASTO		0	1	0	SIN BONO	0	SI / PENSION	2100	426.865		135000
H01	01	202409	POS193	1083283	335972	CC	COORDINADOR	COORDINADORA DE PROCESOS Y DOCUMENTACION 	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20221024	30000	0	12000	GASTO		0	1	0	SIN BONO	0	0	0	764.5183333		90000
H01	01	202409	POS194	0	336148	CC	HEAD	Head de Laboratorio	LBR	LABORATORIO	NEGOCIO	REEMPLAZO	20241002	168000	0	0	INVERSION	SCORE PM 50% / BACKGROUNDCHECK LABORATORIO 50%	0	0	1	CON BONO	0	SI/TERRET	4750	1109		0
H01	01	202409	POS195	0	335971	CC	GERENTE	Business Owner Digital	PRD	PRODUCTO	NEGOCIO	ACTIVA	20240918	49833.33333	0	0	INVERSION	ORIGINACIÃƒâ€œN 50% / PLATAFORMA FRAUDE 50%	0	0	1	CON BONO	0	0	0	#N/D	REEMPLAZO ALEJANDRO PONS	#N/D
H01	01	202409	POS196	787066	336043	CC	GERENTE	GERENTE PROVEEDORES	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20201201	134400	0	0	GASTO		0	1	0	CON BONO	3000	SI / TERRET	4750	547.3098708		253294.47
H01	01	202409	POS197	0	336281	CC	DESARROLLADOR	"DESARROLLADOR, JAVA"	SIS	SISTEMAS	ADMINISTRATIVA	REEMPLAZO	20241001	40000	0	0	GASTO	PROVEEDORES	0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS198	1087026	335975	CC	COORDINADOR	CONSULTOR ANALYTICS JR	ANA	ANALYTICS	NEGOCIO	ACTIVA	20221123	30000	0	0	INVERSION	GUARDIAN NUEVA VERSIÃƒâ€œN 100%	0	0	1	SIN BONO	0	0	0	606.7233333		90000
H01	01	202409	POS199	1030766	334205	CC	ANALISTA	ANALISTA PROVEEDORES	EXC	EXCELENCIA OPERACIONAL	NEGOCIO	ACTIVA	20210913	13800	0	4575	GASTO		0	1	0	SIN BONO	0	0	0	1434.2804		36000
H01	01	202409	POS200	1153342	335943	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA FINANCIERAS NO BANCARIAS	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240902	25000	0	7500	GASTO		0	1	0	SIN BONO	#N/D	#N/D	0	#N/D		#N/D
H01	01	202409	POS201	1139117	334002	CC	GERENTE	LIDER DE PRÃƒÆ’Ã‚ÂCTICA CONSULTORÃƒÆ’Ã‚ÂA DE DATOS	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240415	70000	0	21000	GASTO	" HDI, CRAVI, MET LIFE, MAPFRE "	0	1	0	SIN BONO	0	SI / SIN AUTO	0	#N/D		0
H01	01	202409	POS202	1094087	336148	CC	GERENTE	Venture Architect	LBR	LABORATORIO	NEGOCIO	ACTIVA	20230130	85000	0	0	INVERSION	BACKGROUND CHECK LABORATORIO	0	0	1	CON BONO	0	SI / PENSION	2100	1191.383333		201726.06
H01	01	202409	POS203	1121347	336056	CC	GERENTE	GERENTE DE DATOS JR.	DAT	DATOS	NEGOCIO	ACTIVA	20231016	68000	0	0	INVERSION	VARIABLES Y ATRIBUTOS (100%) DEFUNCIONES	0	0	1	CON BONO	0	SI / PENSION	2100	0		39872.33
H01	01	202409	POS204	1098293	336056	CC	CONSULTOR	Consultora de datos Jr	DAT	DATOS	NEGOCIO	ACTIVA	20230321	27000	0	0	INVERSION	VARIABLES Y ATRIBUTOS (100%) DEFUNCIONES	0	0	1	SIN BONO	0	0	0	469.43		81000
H01	01	202409	POS205	1099870	336056	CC	DESARROLLADOR	Desarrollador BI Sr.	DAT	DATOS	NEGOCIO	ACTIVA	20230403	45600	0	0	GASTO	BI INTERNO 100%	0	1	0	SIN BONO	0	0	0	1191.383333		113709.57
H01	01	202409	POS206	1088606	336041	CC	GERENTE	GERENTE DE ADMINISTRACIÃƒÆ’Ã¢â‚¬Å“N DE PERSONAL	REC	RECURSOS HUMANOS	ADMINISTRATIVA	ACTIVA	20221207	65000	14	0	GASTO		0	1	0	CON BONO	0	SI / PENSION	2100	934.0266667		185346.74
H01	01	202409	POS207	1089156	335959	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20221213	10000	0	2801	GASTO		0	1	0	SIN BONO	0	0	0	350.6566667		30000
H01	01	202409	POS208	1089683	336050	CC	ANALISTA	ANALISTA CALIDAD	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20221219	12300	0	3659	GASTO		0	1	0	SIN BONO	0	0	0	606.7233333		36900
H01	01	202409	POS209	1101977	335939	CC	EJECUTIVO DE CUENTA	Ejecutivo Especialista en Recursos Humanos	CCO	COMERCIAL	NEGOCIO	ACTIVA	20230424	50000	0	3537	GASTO	CLIENTES ACTUALES DE CIRCULO DE CREDITO	0	1	0	SIN BONO	0	SI / PENSION	2100	1922.53		110008.22
H01	01	202409	POS210	1095202	336282	CC	ESPECIALISTA	Ejecutivo Especialista en Recursos Humanos	API	APIS	NEGOCIO	ACTIVA	20230213	78000	0	0	INVERSION	DISBURSEMENT	0	0	1	SIN BONO	0	0	0	350.6566667		182528.1
H01	01	202409	POS211	1104799	0	CC	COORDINADOR	LEAD SOLUTION ENGINEER MARKETPLACE	API	APIS	NEGOCIO	ACTIVA	20230523	88000	0	0	INVERSION	MARKETPLACE	0	0	1	SIN BONO	0	0	0	0		136301.5
H01	01	202409	POS212	1096915	336291	CC	COORDINADOR	Lead Solution Engineer	API	APIS	NEGOCIO	ACTIVA	20230306	80000	0	0	INVERSION	DISBURSEMENT	0	0	1	SIN BONO	0	0	0	1472.92	NUEVO INGRESO	173151.8
H01	01	202409	POS213	1099887	0	CC	GERENTE	Product Owner Marketplace	API	APIS	NEGOCIO	ACTIVA	20230403	145000	0	0	INVERSION	MARKETPLACE	0	0	1	CON BONO	0	SI / SIN AUTO	0	1191.383333		239409.29
H01	01	202409	POS214	0	336282	CC	COORDINADOR	Lead API Engineer	API	APIS	NEGOCIO	REEMPLAZO	20241001	95000	0	0	COSTO	OPERACIÃƒâ€œN 	1	0	0	SIN BONO	#N/D	0	0	#N/D		#N/D
H01	01	202409	POS215	1139829	336147	CC	COORDINADOR	Especialista KYC	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20240422	30000	0	0	GASTO		0	1	0	SIN BONO	0	SI / PENSION	2100	#N/D	REEMPLAZO ENEDINA RAMÃƒâ€œN	0
H01	01	202409	POS216	1101282	335978	CC	GERENTE	Product Owner Data Solutions	PRD	PRODUCTO	NEGOCIO	ACTIVA	20230417	75000	0	0	INVERSION		0	0	1	CON BONO	0	SI / PENSION	2100	606.7233333		143059.79
H01	01	202409	POS217	1098964	336289	CC	GERENTE	Product Owner Fraud SolutionÃƒâ€šÃ‚Â 	PRD	PRODUCTO	NEGOCIO	ACTIVA	20230327	85000	0	0	INVERSION	Fraude 	0	0	1	CON BONO	0	SI / PENSION	2100	469.43		166752.28
H01	01	202409	POS218	1092371	334007	CC	COORDINADOR	Especialista en seguridad y cumplimiento 	SGR	SEGURIDAD	ADMINISTRATIVA	ACTIVA	20230116	55000	0	16500	GASTO		0	1	0	SIN BONO	0	0	0	1224.956667		161387.21
H01	01	202409	POS219	1102759	334007	CC	COORDINADOR	Especialista en Riesgo TecnolÃƒÆ’Ã‚Â³gico	SGR	SEGURIDAD	ADMINISTRATIVA	ACTIVA	20230502	75000	0	0	COSTO		1	0	0	SIN BONO	0	0	0	426.865		134671.99
H01	01	202409	POS220	1103924	334007	CC	COORDINADOR	Especialista en Control de accesos 	SGR	SEGURIDAD	ADMINISTRATIVA	ACTIVA	20230515	60000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	0		95572.18
H01	01	202409	POS221	1119856	334004	CC	COORDINADOR	Tech Lead APP	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20231002	60000	0	0	GASTO	OPERACIÃƒâ€œN 	0	1	0	SIN BONO	0	0	0	0		43878.83
H01	01	202409	POS222	0	334004	CC	COORDINADOR	Tech Lead Payment Services	SIS	SISTEMAS	ADMINISTRATIVA	REEMPLAZO	20241001	35000	0	0	GASTO	OPERACIÃƒâ€œN 	0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS223	1111238	334004	CC	GERENTE	Gerente de Servicios TecnolÃƒÆ’Ã‚Â³gicos.	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20230717	90000	0	0	GASTO	OPERACIÃƒâ€œN 	0	1	0	CON BONO	0	SI / SIN AUTO	0	0		104135.49
H01	01	202409	POS224	1094093	334004	CC	COORDINADOR	Analista de Aplicaciones Dynatrace	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20230130	30000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	2410.89		90000
H01	01	202409	POS225	1106206	336056	CC	INGENIERO	Ingeniero de DWH	DAT	DATOS	NEGOCIO	ACTIVA	20230605	25000	0	0	INVERSION	SANDBOX (PASO A PRODUCCIÃƒâ€œN DE MACHINE LEARNING Y DISPOSCION DE DATOS PARA CLIENTES PARA CONSTRUCCION DE MODELOS)	0	0	1	SIN BONO	0	0	0	0		67411.83
H01	01	202409	POS226	1143100	336056	CC	ANALISTA	Analista de Datos Jr.	DAT	DATOS	NEGOCIO	ACTIVA	20240527	20000	0	0	INVERSION	VARIABLES Y ATRIBUTOS (100%) DEFUNCIONES	0	0	1	SIN BONO	0	0	0	#N/D	REEMPLAZO DE CARLOS MAGDALENO	0
H01	01	202409	POS227	1150279	335977	CC	GERENTE	Product Owner Decision Solutions	PRD	PRODUCTO	NEGOCIO	ACTIVA	20240805	70000	0	0	INVERSION		0	0	1	CON BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS228	1094096	335970	CC	DIRECTOR	Chief of Growth	PRD	PRODUCTO	NEGOCIO	ACTIVA	20230130	280000	0	0	INVERSION	DATA SOLUTIONS / DECISION SOLUTIONS / DIGITAL SOLUTIONS / LABORATORIO	0	0	1	CON BONO	4000	SI / TERRET	4750	3107.580833		0
H01	01	202409	POS229	1101216	335970	CC	GERENTE	GERENTE ALIANZAS	PRD	PRODUCTO	NEGOCIO	ACTIVA	20230417	120000	0	0	GASTO		0	1	0	CON BONO	0	SI / SIN AUTO	0	1108.773333		196221.92
H01	01	202409	POS230	1122134	334205	CL	GERENTE	Key Account Manager	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20231024	22000	0	20000	GASTO		0	1	0	BONO2023		0	0	0	REINGRESO	0
H01	01	202409	POS231	1091564	335943	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA FINANCIERAS NO BANCARIAS	CCO	COMERCIAL	NEGOCIO	ACTIVA	20230109	20000	0	9000	GASTO		0	1	0	SIN BONO	0	SI / PENSION	2100	350.6566667		60000
H01	01	202409	POS232	1149424	334205	CL	ANALISTA	ASESOR COMERCIAL JR	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240729	10000	0	0	GASTO		0	1	0	SIN BONO		0	0	0		0
H01	01	202409	POS233	1094737	336287	CC	TRAINEE	Backend Developer	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20230207	15600	0	0	INVERSION		0	0	1	SIN BONO	0	0	0	606.7233333		46800
H01	01	202409	POS234	1123367	336279	CC	TRAINEE	Operador Productos BatchÃƒâ€šÃ‚Â - Sistemas Linux	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20231106	12000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	0		14610.58
H01	01	202409	POS235	0	335971	CC	GERENTE	PRODUCT OWNER LABORAL Y PROVEEDORES	PRD	PRODUCTO	NEGOCIO	REEMPLAZO	20241001	78000	0	0	INVERSION	PRODUCTOS LABORAL 	0	0	1	CON BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS236	0	336281	CC	DESARROLLADOR	SCRUM MASTER	SIS	SISTEMAS	ADMINISTRATIVA	REEMPLAZO	20241001	50000	0	0	INVERSION	PROVEEDORES	0	0	1	SIN BONO	#N/D	0	0	#N/D		#N/D
H01	01	202409	POS237	1095259	335959	CC	ANALISTA	ANALISTA HELP DESK	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20230213	10000	0	2910	GASTO		0	1	0	SIN BONO	0	0	0	307.3433333		30000
H01	01	202409	POS238	1098288	335966	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA	CCO	COMERCIAL	NEGOCIO	ACTIVA	20230321	25000	0	12794	GASTO	CUENTAS ACTUALES DE LA VERTICAL	0	1	0	SIN BONO	0	SI / SIN AUTO	0	1432.87		75000
H01	01	202409	POS239	1096339	334007	CC	COORDINADOR	Especialista de Seguridad en Aplicativa	SGR	SEGURIDAD	ADMINISTRATIVA	ACTIVA	20230227	63000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	426.865		152595.22
H01	01	202409	POS240	1113779	334007	CC	GERENTE	Gerente de IngenierÃƒÆ’Ã‚Â­a de Seguridad de la InformaciÃƒÆ’Ã‚Â³n	SGR	SEGURIDAD	ADMINISTRATIVA	ACTIVA	20230807	100000	0	0	GASTO		0	1	0	CON BONO	0	SI / PENSION	2100	0		98125.62
H01	01	202409	POS241	1117718	334007	CC	COORDINADOR	Especialista  de IngenierÃƒÆ’Ã‚Â­a de Seguridad 	SGR	SEGURIDAD	ADMINISTRATIVA	ACTIVA	20230911	60000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	0		53108.93
H01	01	202409	POS242	1096889	336287	CC	DESARROLLADOR	LÃƒÆ’Ã‚Â­der TÃƒÆ’Ã‚Â©cnico	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20230306	65000	0	0	INVERSION	AfiliaciÃƒÂ³n 	0	0	1	SIN BONO	0	0	0	1115.175	NUEVO INGRESO	152271.98
H01	01	202409	POS243	1098301	336050	CC	ANALISTA	ANALISTA CALIDAD	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20230321	12300	0	3659	GASTO		0	1	0	SIN BONO	0	0	0	606.7233333		36900
H01	01	202409	POS244	1098316	335976	CL	DESARROLLADOR	DESARROLLADOR MOBILE	PRD	PRODUCTO	NEGOCIO	ACTIVA	20230321	30000	0	0	INVERSION	"EVALUACIONES LABORALES, EVA"	0	0	1	BONO2023		0	0	0		0
H01	01	202409	POS245	1099558	334007	CC	COORDINADOR	Especialista en Servicios y Accesos	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20230403	50000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	689.6733333		120392.25
H01	01	202409	POS246	1106974	335959	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20230612	10000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	0	PROYECTADA	30000
H01	01	202409	POS247	1106975	335959	CC	ANALISTA	Asesor Back Office	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20230612	10000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	0	PROYECTADA	30000
H01	01	202409	POS248	1101339	335981	CC	GERENTE	Poduct Owner de InnovaciÃƒÆ’Ã‚Â³n	COF	CONSUMIDOR FINAL	ADMINISTRATIVA	ACTIVA	20230419	90000	0	0	INVERSION	COMERICIAL	0	0	1	CON BONO	0	SI / PENSION	2100	1191.383333	PROYECTADA	160407.71
H01	01	202409	POS249	1099872	336139	CC	GERENTE	Corporate Government Affairs	LEG	LEGAL	ADMINISTRATIVA	ACTIVA	20230403	100000	0	0	GASTO		0	1	0	CON BONO	0	SI / PENSION	2100	3137.96	SE CONVIERTE EN CONTRALOR / SE ELIMINA ESTA CAJA	182502.92
H01	01	202409	POS250	1106914	100200	CC	GERENTE	ASISTENTE DIRECCIÃƒÆ’Ã¢â‚¬Å“N GENERAL 	DIR	DIRECCIÃƒÆ’Ã¢â‚¬Å“N GENERAL	ADMINISTRATIVA	ACTIVA	20230102	70000	0	0	GASTO		0	1	0	CON BONO	0	SI / TERRET	4750	0		106582.98
H01	01	202409	POS251	1113687	335978	CC	GERENTE	Porduct Owner Data Solutions	PRD	PRODUCTO	NEGOCIO	ACTIVA	20230807	75000	0	0	INVERSION	DATA SOLUTIONS	0	0	1	CON BONO	0	SI / PENSION	2100	0		81138.71
H01	01	202409	POS252	0	336148	CC	GERENTE	Venture Architect	LBR	LABORATORIO	NEGOCIO	REEMPLAZO	20241001	72000	0	0	INVERSION	LABORATORIO	0	0	1	CON BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS253	1149456	335966	CC	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240729	60000	0	0	GASTO	CUENTAS ACTUALES DE LA VERTICAL	0	1	0	SIN BONO	0	0	0	#N/D		#N/D
H01	01	202409	POS254	1140492	335951	CL	GERENTE	GERENTE COMERCIAL SR.	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240429	115000	0	16204	GASTO		0	1	0	BONO2023		SI / PENSION	2100	0	SUSTITUCIÃƒâ€œN JOSE ANTONIO HERNÃƒÂNDEZ	0
H01	01	202409	POS255	1128725	335946	CL	GERENTE	KAM LABORAL	CCO	COMERCIAL	NEGOCIO	ACTIVA	20231231	60000	0	92512	GASTO		0	1	0	BONO2023		SI / PENSION	2100	0	SUSTITUCIÃƒâ€œN LESSLIE DE ANTUÃƒâ€˜ANO	0
H01	01	202409	POS256	1138476	334205	CL	ANALISTA FINANCIERO	ANALISTA FINANCIERO	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240408	10000	0	5851	GASTO		0	1	0	BONO2023		0	0	0		0
H01	01	202409	POS257	1136606	335976	CL	GERENTE	Product Owner Laboral	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240319	70000	0	0	INVERSION	PRODUCT OWNER LABORAL	0	0	1	BONO 2024		SI / PENSION	2100	0	SUSTITUCIÃƒâ€œN PAULA ALEJANDRA	0
H01	01	202409	POS258	1122986	336148	CC	COORDINADOR	Venture Architect	LBR	LABORATORIO	NEGOCIO	ACTIVA	20231101	42000	0	0	INVERSION	LABORATORIO	0	0	1	SIN BONO	0	0	0	0		24413.64
H01	01	202409	POS259	1124175	336280	CC	COORDINADOR	ADMINISTRADOR WINDOWS SERVER	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20231113	35000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	0		17370.67
H01	01	202409	POS260	1127221	335975	CC	CONSULTOR	Cientifico de datos Jr	ANA	ANALYTICS	NEGOCIO	ACTIVA	20231218	25000	0	0	COSTO	ANALISIS  (PREVENTA Y POSVENTA)	1	0	0	SIN BONO	0	0	0	0		4407.61
H01	01	202409	POS261	1130486	334007	CC	ANALISTA	Analista de Seguridad de la Informacion	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20240122	20000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D	REEMPLAZO JORGE RAMOS	0
H01	01	202409	POS262	1132815	335977	CC	GERENTE	Product Owner Proveedores	PRD	PRODUCTO	NEGOCIO	ACTIVA	20240212	85000	0	0	INVERSION	PROVEEDORES	0	0	1	CON BONO	0	SI / SIN AUTO	0	#N/D		0
H01	01	202409	POS263	1137211	336287	CC	DESARROLLADOR	Tech Lead Web	SIS	SISTEMAS	NEGOCIO	ACTIVA	20240325	55000	0	0	INVERSION	PAGINA WEB CONSUMIDOR FINAL	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS264	1137234	335981	CC	GERENTE	Marketing Lead Architect	COF	CONSUMIDOR FINAL	NEGOCIO	ACTIVA	20240325	130000	0	0	INVERSION	CONSUMIDOR FINAL	0	0	1	CON BONO	0	SI / PENSION	2100	#N/D	PROYECTADA	0
H01	01	202409	POS265	0	336282	CC	COORDINADOR	Product Owner Payment Services.	API	APIS	NEGOCIO	REEMPLAZO	20241001	110000	0	0	INVERSION	PAYMENT SERVICES	0	0	1	SIN BONO	0	0	0	#N/D	REEMPLAZO JERSAÃƒÂN PEDROSA	0
H01	01	202409	POS266	0	335981	CC	COORDINADOR	Jefe de atenciÃƒÆ’Ã‚Â³n a clientes 	COF	CONSUMIDOR FINAL	NEGOCIO	VACANTE	20241201	45000	0	12000	GASTO	CONSUMIDOR FINAL	0	1	0	SIN BONO	0	0	0	#N/D	PROYECTADA	0
H01	01	202409	POS267	1150248	100200	CC	GERENTE	Gerente de Aseguramiento de Ingresos	DIR	DIRECCIÃƒÆ’Ã¢â‚¬Å“N GENERAL	ADMINISTRATIVA	ACTIVA	20240805	90000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS268	1150243	334003	CC	GERENTE	Arquitecto Empresarial	INN	INNOVACION	NEGOCIO	ACTIVA	20240805	125000	0	0	INVERSION		0	0	1	CON BONO	0	0	0	#N/D		0
H01	01	202409	POS269	1142586	335978	CC	GERENTE	BO Data Solutions	PRD	PRODUCTO	NEGOCIO	ACTIVA	20240520	115000	0	0	INVERSION	DATA SOLUTIONS	0	0	1	CON BONO	0	SI / PENSION	2100	#N/D	REEMPLAZO ANA ESCUTIA	0
H01	01	202409	POS270	0	336282	CC	COORDINADOR	Tech Engineer Marketplace	API	APIS	NEGOCIO	VACANTE	20241001	60000	0	0	INVERSION	MARKETPLACE	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS271	1142584	336282	CC	GERENTE	Consultor interno de aseguramiento de calidad funcional	API	APIS	NEGOCIO	ACTIVA	20240520	75000	0	0	INVERSION	QA FUNCIONAL	0	0	1	CON BONO	0	SI / PENSION	2100	#N/D		0
H01	01	202409	POS272	1132806	334205	CL	ANALISTA	ANALISTA PROVEEDORES	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240212	10000	0	5851	GASTO		0	1	0	BONO2023		0	0	0	REEMPLAZO LUIS ANGEL	0
H01	01	202409	POS273	1134312	335951	CL	EJECUTIVO DE CUENTA	EJECUTIVO DE CUENTA	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240226	19500	0	12600	GASTO	COMERICIAL	0	1	0	BONO2023		0	0	0	REEMPLAZO TERESA NAVA	0
H01	01	202409	POS274	1135788	334205	CL	ANALISTA	Analista Financiero Jr	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240311	10000	0	6085	GASTO		0	1	0	BONO2023		0	0	0		0
H01	01	202409	POS275	1135799	334205	CL	ANALISTA	Analista Financiero Jr	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240311	10000	0	5711	GASTO		0	1	0	BONO2023		0	0	0		0
H01	01	202409	POS276	1135847	334207	CL	DESARROLLADOR	DESARROLLADOR FRONT END	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20240311	35000.1	0	0	INVERSION	EVALUACIONES LABORALES	0	0	1	BONO2023		0	0	0	REEMPLAZO VICTOR MANUEL VILLANUEVA 	0
H01	01	202409	POS277	1130490	334205	CL	ANALISTA	ANALISTA FINANCIERO	PRV	CÃƒÆ’Ã‚ÂRCULO DE PROVEEDORES	NEGOCIO	ACTIVA	20240122	10000	0	11084	GASTO		0	1	0	BONO2023		0	0	0	REEMPLAZO GIOVANNY MARTEL	0
H01	01	202409	POS278	EXTRANJERO	335975	CC	GERENTE	GERENTE CIENTÃƒÆ’Ã‚ÂFICO DE DATOS - C	ANA	ANALYTICS	NEGOCIO	ACTIVA	20181210	65539	0	0	HÍBRIDO	LAE-FIS 25%/ COBRANZA PREVENTIVA 25%/GASTO (CONSULTORIA)25%/ COSTO 25%	0.25	0.25	0.5	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS279	EXTRANJERO	335975	CC	CONSULTOR	Cientifico de datos Jr	ANA	ANALYTICS	NEGOCIO	ACTIVA	20211206	35000	0	0	HÍBRIDO	COBRANZA PREVENTIVA	0.25	0.25	0.5	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS280	1139798	334205	CL	GERENTE	Key Account Manager	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240422	22000	0	0	GASTO		0	1	0	BONO2023		0	0	0	REEMPLAZO OBED 	0
H01	01	202409	POS281	1135837	335966	CC	GERENTE	GERENTE DE CUENTA CLAVE RETAIL 	CCO	COMERCIAL	NEGOCIO	ACTIVA	20240311	35000	0	15750	GASTO		0	1	0	SIN BONO	0	SI / PENSION	2100	#N/D		0
H01	01	202409	POS282	1139132	334008	CC	GERENTE	GERENTE DE FACTURACIÃƒÆ’Ã¢â‚¬Å“N Y COBRANZA	ADF	ADMINISTRACION Y FINANZAS	ADMINISTRATIVA	ACTIVA	20240415	65000	0	0	GASTO		0	1	0	CON BONO HASTA 2025	0	SI / PENSION	2100	615		0
H01	01	202409	POS283	1140517	336286	CC	ANALISTA	Ingeniero de soporte en telecomunicaciones	SIS	SISTEMAS	ADMINISTRATIVA	ACTIVA	20240429	35000	0	0	GASTO		0	1	0	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS284	1140474	335981	CC	COORDINADOR	DISEÃƒÆ’Ã¢â‚¬ËœADOR GRAFICO	COF	CONSUMIDOR FINAL	NEGOCIO	ACTIVA	20240429	30000	0	0	INVERSION	CONSUMIDOR FINAL	0	0	1	CON BONO	0	0	0	#N/D		0
H01	01	202409	POS285	0	336056	CC	CONSULTOR	Consultor de Calidad de datos Sr.	DAT	DATOS	NEGOCIO	VACANTE	20241001	85000	0	0	INVERSION	MEJORA CONTINUA 	0	0	1	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS286	0	336056	CC	GERENTE	LÃƒÆ’Ã‚Â­der AdquisiciÃƒÆ’Ã‚Â³n y MonetizaciÃƒÆ’Ã‚Â³n	DAT	DATOS	NEGOCIO	VACANTE	20241001	72000	0	0	COSTO		1	0	0	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS287	1143106	335972	CC	GERENTE	Gerente de Estrategia y Release Train Engineer	EXC	EXCELENCIA OPERACIONAL	ADMINISTRATIVA	ACTIVA	20240527	90000	0	0	GASTO		0	1	0	CON BONO	0	SI / SIN AUTO	0	#N/D		0
H01	01	202409	POS288	0	335975	CC	COSNULTOR JR	Consultor Analytics Jr	ANA	ANALYTICS	NEGOCIO	VACANTE	20241001	25000	0	0	INVERSION	COSTO 40% / INVERSION 60%	0.4	0	0.6	SIN BONO	0	0	0	#N/D		0
H01	01	202409	POS289	0	335975	CC	GERENTE	Gerente de ciencia de Datos	ANA	ANALYTICS	NEGOCIO	ACTIVA	20240923	21000	0	0	INVERSION	COSTO 40% / INVERSION 60%	0.4	0	0.6	SIN BONO	0	0	0	#N/D		0
